,Travel Destination,Hotel Link,Hotel Best Deal,Flight Link,Flight Best Deal
12,Sembalun Lawang,https://www.tripadvisor.co.id/Hotels-g12955895-Sembalun_Lawang_Lombok_West_Nusa_Tenggara-Hotels.html,Rp 165.289,https://www.tripadvisor.co.id/Flights-g12955895-Sembalun_Lawang_Lombok_West_Nusa_Tenggara-Cheap_Discount_Airfares.html,Rp 1.134.030
13,Cihideung,https://www.tripadvisor.co.id/Hotels-g13219542-Cihideung_West_Java_Java-Hotels.html,Rp 119.884,https://www.tripadvisor.co.id/Flights-g13219542-Cihideung_West_Java_Java-Cheap_Discount_Airfares.html,
14,Bedulu,https://www.tripadvisor.co.id/Hotels-g11769423-Bedulu_Blahbatuh_Gianyar_Regency_Bali-Hotels.html,Rp 225.000,https://www.tripadvisor.co.id/Flights-g11769423-Bedulu_Blahbatuh_Gianyar_Regency_Bali-Cheap_Discount_Airfares.html,Rp 1.305.700
15,Bangli,https://www.tripadvisor.co.id/Hotels-g1025506-Bangli_Bali-Hotels.html,Rp 400.000,https://www.tripadvisor.co.id/Flights-g1025506-Bangli_Bali-Cheap_Discount_Airfares.html,Rp 1.145.870
16,Pulau Kri,https://www.tripadvisor.co.id/Hotels-g15024679-Kri_Island_Raja_Ampat_West_Papua-Hotels.html,Rp 578.999,https://www.tripadvisor.co.id/Flights-g15024679-Kri_Island_Raja_Ampat_West_Papua-Cheap_Discount_Airfares.html,
17,Keliki,https://www.tripadvisor.co.id/Hotels-g15239500-Keliki_Gianyar_Gianyar_Regency_Bali-Hotels.html,Rp 4.062.500,https://www.tripadvisor.co.id/Flights-g15239500-Keliki_Gianyar_Gianyar_Regency_Bali-Cheap_Discount_Airfares.html,Rp 1.300.707
18,Dangin Puri,https://www.tripadvisor.co.id/Hotels-g15239398-Dangin_Puri_Denpasar_Bali-Hotels.html,Rp 1.995.000,https://www.tripadvisor.co.id/Flights-g15239398-Dangin_Puri_Denpasar_Bali-Cheap_Discount_Airfares.html,Rp 1.145.870
19,Sukasada,https://www.tripadvisor.co.id/Hotels-g15212803-Sukasada_Buleleng_Regency_Bali-Hotels.html,Rp 400.413,https://www.tripadvisor.co.id/Flights-g15212803-Sukasada_Buleleng_Regency_Bali-Cheap_Discount_Airfares.html,Rp 1.526.817
20,Toyapakeh,https://www.tripadvisor.co.id/Hotels-g14115586-Toyapakeh_Nusa_Penida_Bali-Hotels.html,Rp 663.636,https://www.tripadvisor.co.id/Flights-g14115586-Toyapakeh_Nusa_Penida_Bali-Cheap_Discount_Airfares.html,Rp 1.752.927
21,Singakerta,https://www.tripadvisor.co.id/Hotels-g15880600-Singakerta_Ubud_Gianyar_Regency_Bali-Hotels.html,Rp 661.107,https://www.tripadvisor.co.id/Flights-g15880600-Singakerta_Ubud_Gianyar_Regency_Bali-Cheap_Discount_Airfares.html,Rp 1.752.927
22,Guwang,,,,
23,Singapadu Kaler,https://www.tripadvisor.co.id/Hotels-g20116867-Singapadu_Kaler_Sukawati_Gianyar_Regency_Bali-Hotels.html,Rp 627.097,https://www.tripadvisor.co.id/Flights-g20116867-Singapadu_Kaler_Sukawati_Gianyar_Regency_Bali-Cheap_Discount_Airfares.html,Rp 1.197.735
24,Batu Karas,https://www.tripadvisor.co.id/Hotels-g6677749-Batu_Karas_West_Java_Java-Hotels.html,Rp 208.333,https://www.tripadvisor.co.id/Flights-g6677749-Batu_Karas_West_Java_Java-Cheap_Discount_Airfares.html,
